	dlow	dhigh	spellName	spellClass	spellLevel
	9999	9999	Polar Ray	sorcerer_wizard8
	9999	9999	Polymorph	sorcerer_wizard5, alchemist5
	9999	9999	Polymorph, Greater	sorcerer_wizard7
	9999	9999	Polymorph Any Object	sorcerer_wizard8
	9999	9999	Power Word Blind	sorcerer_wizard7, witch7
	9999	9999	Power Word Kill	sorcerer_wizard9, witch9
	9999	9999	Power Word Stun	sorcerer_wizard8, witch8
	9999	9999	Prayer	cleric_oracle3, paladin3, inquisitor3
	9999	9999	Prestidigitation	bard0, sorcerer_wizard0
	9999	9999	Prismatic Sphere	sorcerer_wizard9
	9999	9999	Prismatic Spray	sorcerer_wizard7
	9999	9999	Prismatic Wall	sorcerer_wizard8
	9999	9999	Prying Eyes, Greater	sorcerer_wizard8, witch8
	9999	9999	Produce Flame	druid1
	9999	9999	Programmed Image	bard6, sorcerer_wizard6
	9999	9999	Project Image	bard6, sorcerer_wizard7
	9999	9999	Protection From Arrows	sorcerer_wizard2, alchemist2, summoner2
	9999	9999	Protection From Chaos	cleric_oracle1, paladin1, sorcerer_wizard1, inquisitor1, summoner1
	9999	9999	Protection From Evil	cleric_oracle1, inquisitor1, paladin1, sorcerer_wizard1, summoner1
	9999	9999	Protection From Good	cleric_oracle1, sorcerer_wizard1, inquisitor1, summoner1, antipaladin1
	9999	9999	Protection From Law	cleric_oracle1, sorcerer_wizard1, inquisitor1, summoner1, antipaladin1
	9999	9999	Protection from Spells	sorcerer_wizard8, summoner6
	9999	9999	Purify Food and Drink	cleric0_oracle0, druid0
	9999	9999	Pyrotechnics	bard2, sorcerer_wizard2, magus2
	9999	9999	Quench	druid3
	9999	9999	Rage	bard2, sorcerer_wizard3, alchemist3, summoner3, witch3, alchemist3, summoner3, witch3
	9999	9999	Rainbow Pattern	bard4, sorcerer_wizard4
	9999	9999	Raise Dead	cleric5_oracle5, witch6
	9999	9999	Ray Of Enfeeblement	sorcerer_wizard1, witch1, magus1
	9999	9999	Ray of Exhaustion	sorcerer_wizard3, witch3, magus3
	9999	9999	Ray of Frost	sorcerer_wizard0, magus0
	9999	9999	Read Magic	bard0, cleric0_oracle0, druid0, paladin1, ranger1, sorcerer_wizard0, summoner0, witch0, inquisitor0, magus0
	9999	9999	Reduce Person	sorcerer_wizard1, alchemist1, summoner1, witch1, magus1
	9999	9999	Reduce Animal	druid2, ranger3
	9999	9999	Reduce Person, Mass	sorcerer_wizard4, summoner3
	9999	9999	Refuge	cleric7_oracle7, sorcerer_wizard9, witch9
	9999	9999	Regenerate	cleric_oracle7, druid9, witch7
	9999	9999	Reincarnate	druid4, witch5
	9999	9999	Remove Blindness_Deafness	cleric3_oracle3, paladin3, alchemist3, witch3
	9999	9999	Remove Curse	bard3, cleric3_oracle3, paladin3, sorcerer_wizard4, alchemist3, witch3, inquisitor3
	9999	9999	Remove Disease	cleric3_oracle3, druid3, ranger3, alchemist3, witch3, inquisitor3, alchemist3, witch3, inquisitor3
	9999	9999	Remove Fear	bard1, cleric1_oracle1, inquisitor1
	9999	9999	Remove Paralysis	cleric2_oracle2, paladin2, inquisitor2
	9999	9999	Repel Metal or Stone	druid8
	9999	9999	Repel Vermin	bard4, cleric4_oracle4, druid4, ranger3
	9999	9999	Repel Wood	druid6
	9999	9999	Repulsion	cleric7_oracle7, sorcerer_wizard6, summoner5, inquisitor6
	9999	9999	Resilient Sphere	sorcerer_wizard4
	9999	9999	Resistance	bard0, cleric0_oracle0, druid0, paladin1, sorcerer_wizard0, summoner0, witch0, inquisitor0
	9999	9999	Resist Energy	alchemist2, cleric_oracle2, druid2, inquisitor2, paladin2, ranger1, sorcerer_wizard2, summoner2
	9999	9999	Restoration	cleric_oracle4, paladin4
	9999	9999	Restoration, Greater	cleric7_oracle7
	9999	9999	Restoration, Lesser	cleric2_oracle2, druid2, paladin1, inquisitor2, alchemist2
	9999	9999	Resurrection	cleric7_oracle7, witch8
	9999	9999	Reverse Gravity	druid8, sorcerer_wizard7
	9999	9999	Righteous Might	cleric5_oracle5, inquisitor5
	9999	9999	Rope Trick	sorcerer_wizard2
	9999	9999	Rusting Grasp	druid4
	9999	9999	Sanctuary	cleric_oracle1, inquisitor1
	9999	9999	Scare	bard2, sorcerer_wizard2, witch2, antipaladin2
	9999	9999	Scintillating Pattern	sorcerer_wizard8
	9999	9999	Scorching Ray	sorcerer_wizard2, magus2
	9999	9999	Screen	sorcerer_wizard8
	9999	9999	Scrying	bard3, cleric5_oracle5, druid4, sorcerer_wizard4, witch4
	9999	9999	Scrying, Greater	bard6, cleric7_oracle7, druid7, sorcerer_wizard7, witch7
	9999	9999	Sculpt Sound	bard3
	9999	9999	Searing Light	cleric_oracle3, inquisitor3
	9999	9999	Secret Chest	sorcerer_wizard5, witch5
	9999	9999	Secret Page	bard3, sorcerer_wizard3
	9999	9999	Secure Shelter	bard4, sorcerer_wizard4, witch4
	9999	9999	See Invisibility	bard3, sorcerer_wizard2, alchemist2, summoner2, witch2, inquisitor2
	9999	9999	Seeming	bard5, sorcerer_wizard5
	9999	9999	Sending	cleric4_oracle4, sorcerer_wizard5, alchemist5, summoner4, inquisitor4
	9999	9999	Sepia Snake Sigil	bard3, sorcerer_wizard3, witch3
	9999	9999	Sequester	sorcerer_wizard7, summoner5
	9999	9999	Shadow Conjuration	bard4, sorcerer_wizard4
	9999	9999	Shades	sorcerer_wizard9
	9999	9999	Shadow Conjuration, Greater	sorcerer_wizard7
	9999	9999	Shadow Evocation	bard5, sorcerer_wizard5
	9999	9999	Shadow Evocation, Greater	sorcerer_wizard8
	9999	9999	Shadow Walk	bard5, sorcerer_wizard6, alchemist6
	9999	9999	Shambler	druid9
	9999	9999	Shapechange	druid9, sorcerer_wizard9
	9999	9999	Shatter	bard2, cleric_oracle2, sorcerer_wizard2, magus2
	9999	9999	Shield	sorcerer_wizard1, alchemist1, summoner1, magus1
	9999	9999	Shield Of Faith	cleric_oracle1, inquisitor1
	9999	9999	Shield of Law	cleric8_oracle8
	9999	9999	Shield Other	cleric_oracle2, paladin2, inquisitor2
	9999	9999	Shillelagh	druid1
	9999	9999	Shrink Item	sorcerer_wizard3
	9999	9999	Shocking Grasp	sorcerer_wizard1, magus1
	9999	9999	Shout	bard4, sorcerer_wizard4, magus4
	9999	9999	Shout, Greater	bard6, sorcerer_wizard8
	9999	9999	Silence	bard2, cleric_oracle2, inquisitor2, antipaladin2
	9999	9999	Silent Image	bard1, sorcerer_wizard1, magus1
	9999	9999	Simulacrum	sorcerer_wizard7, summoner5
	9999	9999	Slay Living	cleric5_oracle5, witch6, antipaladin4
	9999	9999	Sleep	bard1, sorcerer_wizard1, witch1
	9999	9999	Sleet Storm	druid3, sorcerer_wizard3, witch3, magus3
	9999	9999	Slow	bard3, sorcerer_wizard3, summoner2, magus3
	9999	9999	Snare	druid3, ranger2
	9999	9999	Soften Earth and Stone	druid2
	9999	9999	Solid Fog	sorcerer_wizard4, witch4, magus4
	9999	9999	Song of Discord	bard5
	9999	9999	Soul Bind	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Sound Burst	bard2, cleric2_oracle2
	9999	9999	Speak with Animals	bard3, druid1, ranger1
	9999	9999	Speak with Dead	cleric3_oracle3, witch3, inquisitor3
	9999	9999	Speak with Plants	bard4, druid3, ranger2
	9999	9999	Spectral Hand	sorcerer_wizard2, witch2
	9999	9999	Spell Immunity	cleric4_oracle4, alchemist4, inquisitor4
	9999	9999	Spell Immunity, Greater	cleric8_oracle8
	9999	9999	Spell Resistance	cleric5_oracle5, alchemist5, inquisitor5
	9999	9999	Spellstaff	druid6
	9999	9999	Spell Turning	sorcerer_wizard7, summoner5
	9999	9999	Spider Climb	druid2, sorcerer_wizard2, alchemist2, summoner2, magus2
	9999	9999	Spike Growth	druid3, ranger2
	9999	9999	Spike Stones	druid4
	9999	9999	Spiritual Weapon	cleric_oracle2, inquisitor2
	9999	9999	Stabilize	cleric0_oracle0, druid0, witch0, inquisitor0
	9999	9999	Statue	sorcerer_wizard7, alchemist6
	9999	9999	Status	cleric2_oracle2, witch2
	9999	9999	Stinking Cloud	magus3, sorcerer_wizard3, witch3
	9999	9999	Stone Shape	cleric_oracle3, druid3, sorcerer_wizard4
	9999	9999	Stoneskin	druid5, sorcerer_wizard4, alchemist4, summoner3, inquisitor4, magus4
	9999	9999	Stone Tell	druid6
	9999	9999	Stone to Flesh	sorcerer_wizard6, witch6, magus6
	9999	9999	Storm Of Vengeance	cleric_oracle9, druid9, witch9
	9999	9999	Suggestion	bard2, sorcerer_wizard3, witch3
	9999	9999	Suggestion, Mass	bard5, sorcerer_wizard6, witch6
	9999	9999	Summon Instrument	bard0
	9999	9999	Summon Monster I	bard1, cleric1_oracle1, sorcerer_wizard1, summoner1, witch1, antipaladin1
	9999	9999	Summon Monster II	bard2, cleric2_oracle2, sorcerer_wizard2, summoner2, witch2, antipaladin2
	9999	9999	Summon Monster III	bard3, cleric3_oracle3, sorcerer_wizard3, witch3, antipaladin3
	9999	9999	Summon Monster IV	bard4, cleric4_oracle4, sorcerer_wizard4, summoner3, witch4, antipaladin4
	9999	9999	Summon Monster V	bard5, cleric5_oracle5, sorcerer_wizard5, summoner4, witch5
	9999	9999	Summon Monster VI	bard6, cleric6_oracle6, sorcerer_wizard6, witch6
	9999	9999	Summon Monster VIII	cleric8_oracle8, sorcerer_wizard8, witch8, summoner6
	9999	9999	Summon Monster VII	cleric7_oracle7, sorcerer_wizard7, summoner5, witch7
	9999	9999	Summon Monster IX	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Summon Nature's Ally I	druid1, ranger1
	9999	9999	Summon Nature's Ally II	druid2, ranger2
	9999	9999	Summon Nature's Ally III	druid3, ranger3
	9999	9999	Summon Nature's Ally IV	druid4, ranger4
	9999	9999	Summon Nature's Ally V	druid5
	9999	9999	Summon Nature's Ally VI	druid6
	9999	9999	Summon Nature's Ally VII	druid7
	9999	9999	Summon Nature's Ally VIII	druid8
	9999	9999	Summon Nature's Ally IX	druid9
	9999	9999	Summon Swarm	bard2, druid2, sorcerer_wizard2, summoner2, witch2
	9999	9999	Sunbeam	druid7
	9999	9999	Sunburst	druid8, sorcerer_wizard8
	9999	9999	Symbol of Death	cleric8_oracle8, sorcerer_wizard8, witch8
	9999	9999	Symbol of Fear	cleric6_oracle6, sorcerer_wizard6, witch6
	9999	9999	Symbol of Insanity	cleric8_oracle8, sorcerer_wizard8, witch8
	9999	9999	Symbol of Pain	cleric5_oracle5, sorcerer_wizard5, witch5
	9999	9999	Symbol of Persuasion	cleric6_oracle6, sorcerer_wizard6, witch6
	9999	9999	Symbol of Sleep	cleric5_oracle5, sorcerer_wizard5, witch5
	9999	9999	Symbol of Stunning	cleric7_oracle7, sorcerer_wizard7, witch7
	9999	9999	Symbol of Weakness	cleric7_oracle7, sorcerer_wizard7, witch7
	9999	9999	Sympathetic Vibration	bard6
	9999	9999	Sympathy	druid9, sorcerer_wizard8, summoner6, witch8
	9999	9999	Telekinesis	sorcerer_wizard5, magus5
	9999	9999	Telekinetic Sphere	sorcerer_wizard8
	9999	9999	Telepathic Bond	sorcerer_wizard5, witch5, inquisitor5
	9999	9999	Teleport	sorcerer_wizard5, summoner4, witch5, magus5
	9999	9999	Teleport, Greater	sorcerer_wizard7, summoner5, witch7
	9999	9999	Teleport Object	sorcerer_wizard7, witch7
	9999	9999	Teleportation Circle	sorcerer_wizard9, summoner6, witch9
	9999	9999	Temporal Stasis	sorcerer_wizard8
	9999	9999	Time Stop	sorcerer_wizard9
	9999	9999	Tiny Hut	bard3, sorcerer_wizard3
	9999	9999	Tongues	bard2, cleric4_oracle4, sorcerer_wizard3, alchemist3, summoner3, witch3, inquisitor2
	9999	9999	Touch of Fatigue	sorcerer_wizard0, witch0
	9999	9999	Touch of Idiocy	sorcerer_wizard2, witch2
	9999	9999	Transformation	sorcerer_wizard6, alchemist6, witch6, magus6
	9999	9999	Transmute Metal to Wood	druid7
	9999	9999	Transmute Mud to Rock	druid5, sorcerer_wizard5
	9999	9999	Transmute Rock to Mud	druid5, sorcerer_wizard5
	9999	9999	Transport via Plants	druid6
	9999	9999	Trap the Soul	sorcerer_wizard8, witch8
	9999	9999	Tree Shape	druid2, ranger3
	9999	9999	Tree Stride	druid5, ranger4
	9999	9999	True Resurrection	cleric9_oracle9
	9999	9999	True Seeing	cleric5_oracle5, druid7, sorcerer_wizard6, alchemist6, summoner5, witch6, inquisitor5, magus6
	9999	9999	True Strike	sorcerer_wizard1, alchemist1, inquisitor1, magus1
	9999	9999	Undeath to Death	cleric6_oracle6, sorcerer_wizard6, inquisitor6
	9999	9999	Undetectable Alignment	bard1, cleric2_oracle2, paladin2, alchemist2, inquisitor2, antipaladin2
	9999	9999	Unhallow	cleric5_oracle5, druid5, inquisitor5
	9999	9999	Unholy Aura	cleric8_oracle8
	9999	9999	Unholy Blight	cleric_oracle4, inquisitor4
	9999	9999	Unseen Servant	bard1, sorcerer_wizard1, summoner1, witch1, magus1
	9999	9999	Vampiric Touch	sorcerer_wizard3, witch3, antipaladin3, magus3
	9999	9999	Veil	bard6, sorcerer_wizard6
	9999	9999	Ventriloquism	bard1, sorcerer_wizard1, summoner1
	9999	9999	Virtue	cleric0_oracle0, druid0, paladin1, inquisitor0
	9999	9999	Vision	sorcerer_wizard7, witch7
	9999	9999	Wail of the Banshee	sorcerer_wizard9, witch9
	9999	9999	Wall Of Fire	druid5, sorcerer_wizard4, summoner3, magus4
	9999	9999	Wall Of Force	sorcerer_wizard5, magus5
	9999	9999	Wall Of Ice	sorcerer_wizard4, summoner3, magus4
	9999	9999	Wall of Iron	sorcerer_wizard6, summoner5, magus6
	9999	9999	Wall Of Thorns	druid5
	9999	9999	Warp Wood	druid2
	9999	9999	Water Breathing	cleric3_oracle3, druid3, sorcerer_wizard3, alchemist3, summoner3, alchemist3, summoner3, magus3
	9999	9999	Water Walk	cleric3_oracle3, ranger3, witch3
	9999	9999	Waves of Exhaustion	sorcerer_wizard7, witch7
	9999	9999	Waves of Fatigue	sorcerer_wizard5, witch5
	9999	9999	Web	sorcerer_wizard2, witch2, magus2
	9999	9999	Weird	sorcerer_wizard9
	9999	9999	Whirlwind	druid8
	9999	9999	Whispering Wind	bard2, sorcerer_wizard2, inquisitor2
	9999	9999	Wind Walk	cleric6_oracle6, druid7, alchemist6
	9999	9999	Wind Wall	cleric3_oracle3, druid3, ranger2, sorcerer_wizard3, summoner2, magus3
	9999	9999	Wish	sorcerer_wizard9
	9999	9999	Wood Shape	druid2
	9999	9999	Word of Recall	cleric6_oracle6, druid8
	9999	9999	Word Of Chaos	cleric_oracle7, inquisitor6
	9999	9999	Zone of Silence	bard4
	9999	9999	Zone of Truth	cleric2_oracle2, paladin2, witch2, inquisitor2
	9999	9999	Wall Of Stone	cleric_oracle5, druid6, sorcerer_wizard5, summoner4, magus5
	9999	9999	Agonize	cleric3_oracle3, sorcerer_wizard4
	9999	9999	Hellfire Ray	cleric6_oracle6, sorcerer_wizard6
	9999	9999	Sacrifice	cleric4_oracle4, sorcerer_wizard4
	9999	9999	Aura of the Unremarkable	bard3, sorcerer_wizard4
	9999	9999	Burning Disarm	cleric_oracle1, druid1, sorcerer_wizard1
	9999	9999	Dirge Of The Victorious Knights	bard6
	9999	9999	Dweomer Retaliation	sorcerer_wizard3
	9999	9999	Emergency Force Sphere	sorcerer_wizard4
	9999	9999	Signifer's Rally	cleric7_oracle7, sorcerer_wizard7
	9999	9999	Twine Double	sorcerer_wizard3
	9999	9999	Fear	bard3, sorcerer_wizard4, witch4, inquisitor4, antipaladin4
	9999	9999	Hold Animal	druid2, ranger2
	9999	9999	Insect Plague	cleric5_oracle5, druid5, summoner4
	9999	9999	Baleful Polymorph	druid5, sorcerer_wizard5, summoner4, witch5, magus5
	9999	9999	Prying Eyes	sorcerer_wizard5, witch5
	9999	9999	Instant Summons	sorcerer_wizard7, witch7
	9999	9999	Spellcasting Contract, Lesser	cleric5_oracle5
	9999	9999	Spellcasting Contract	cleric7_oracle7
	9999	9999	Spellcasting Contract, Greater	cleric9_oracle9
	9999	9999	Ancestral Communion	bard2, cleric2_oracle2
	9999	9999	Ancestral Gift	bard4, cleric4_oracle4
	9999	9999	Summon Ancestral Guardian	bard3, cleric3_oracle3
	9999	9999	See Through Stone	druid4, ranger3
	9999	9999	Rune of Durability	sorcerer_wizard3
	9999	9999	Rune of Warding	sorcerer_wizard3
	9999	9999	Detect Charm	bard1, cleric1_oracle1, paladin1, sorcerer_wizard1
	9999	9999	Liberating Comand	bard1, cleric1_oracle1, druid1, paladin1, ranger1, sorcerer_wizard1
	9999	9999	Suppres Charms and Compulsions	bard2, cleric2_oracle2, paladin2, sorcerer_wizard2
	9999	9999	Summon Flight of Eagles	druid6, ranger4, sorcerer_wizard6
	9999	9999	Genius Avaricious	cleric6_oracle6, sorcerer_wizard6
	9999	9999	Protection from Energy	cleric3_oracle3, druid3, ranger2, sorcerer_wizard3, alchemist3, summoner3, inquisitor3
	9999	9999	Tracking Mark	druid1, cleric1_oracle1, paladin1, ranger1
	9999	9999	Retrieve Item	bard2, sorcerer_wizard2
	9999	9999	Spherescry	sorcerer_wizard3
	9999	9999	Illusory Poison	sorcerer_wizard3
	9999	9999	Arcane Reinforcement	sorcerer_wizard3
	9999	9999	Canopic Conversion	cleric9_oracle9, sorcerer_wizard9
	9999	9999	Chastise	bard1, sorcerer_wizard1
	9999	9999	Summon Elemental Steed	druid9
	9999	9999	Hibernate	druid1
	9999	9999	Mark of Blood	Red Mantis Assassin2, sorcerer_wizard2
	9999	9999	Sotto Voce	bard1, cleric0_oracle0, sorcerer_wizard0
	9999	9999	Tomb Legion	cleric8_oracle8, sorcerer_wizard8
	9999	9999	Tripvine	bard1, druid1, sorcerer_wizard1
	9999	9999	Ape Walk	druid3, ranger2, sorcerer_wizard3
	9999	9999	Defoliate	druid2, ranger1, sorcerer_wizard2
	9999	9999	Heatstroke	druid3, sorcerer_wizard3
	9999	9999	Swallow Your Fear	bard1, cleric1_oracle1
	9999	9999	Blood Rage	adept3, bard2, cleric3_oracle3, sorcerer_wizard3
	9999	9999	Shield the Banner	adept1, cleric1_oracle1
	9999	9999	Vigor	adept0, cleric0_oracle0
	9999	9999	Absorbing Touch	alchemist3
	9999	9999	Accelerate Poison	druid2, ranger2, sorcerer_wizard2
	9999	9999	Acid Pit	sorcerer_wizard4, summoner4
	9999	9999	Alchemical Allocation	alchemist2
	9999	9999	Allfood	ranger2
	9999	9999	Alter Winds	druid1, sorcerer_wizard1
	9999	9999	Amplify Elixir	alchemist3
	9999	9999	Ant Haul	alchemist1, cleric1_oracle1, druid1, ranger1, sorcerer_wizard1, summoner1
	9999	9999	Aqueous Orb	druid3, sorcerer_wizard3, summoner3, magus3
	9999	9999	Arcane Concordance	bard3
	9999	9999	Arrow Eruption	ranger2, sorcerer_wizard2
	9999	9999	Aspect of the Bear	druid2, ranger2
	9999	9999	Aspect of the Falcon	druid1, ranger1
	9999	9999	Aspect of the Stag	druid4, ranger3
	9999	9999	Aspect of the Wolf	druid5, ranger4
	9999	9999	Aura of Greater Courage	paladin2
	9999	9999	Ball Lightning	druid4, sorcerer_wizard4, magus4
	9999	9999	Banish Seeming	inquisitor3, witch5
	9999	9999	Bard's Escape	bard5
	9999	9999	Beguiling Gift	bard1, witch1
	9999	9999	Bestow Grace	paladin2
	9999	9999	Blaze of Glory	paladin4
	9999	9999	Blessing Of Fervor	cleric_oracle4
	9999	9999	Blessing of the Salamander	druid5, ranger4
	9999	9999	Blood Biography	bard2, cleric3_oracle3, inquisitor3, sorcerer_wizard3
	9999	9999	Bloodhound	alchemist3, inquisitor2, ranger2
	9999	9999	Bloody Claws	druid4, ranger3
	9999	9999	Bomber's Eye	alchemist1
	9999	9999	Borrow Fortune	oracle3
	9999	9999	Borrow Skill	bard1
	9999	9999	Bow Spirit	ranger4
	9999	9999	Brand	inquisitor0
	9999	9999	Brand, Greater	inquisitor4
	9999	9999	Break	sorcerer_wizard1
	9999	9999	Brilliant Inspiration	bard6
	9999	9999	Bristle	druid1
	9999	9999	Burning Gaze	druid2, sorcerer_wizard2, witch2, magus2
	9999	9999	Burst Bonds	inquisitor1
	9999	9999	Cacophonous Call	bard2
	9999	9999	Cacophonous Call, Mass	bard5
	9999	9999	Calcific Touch	sorcerer_wizard4
	9999	9999	Call Animal	druid1, ranger1
	9999	9999	Campfire Wall	bard3, druid2, ranger2, sorcerer_wizard3
	9999	9999	Cast Out	inquisitor3
	9999	9999	Castigate	inquisitor2
	9999	9999	Castigate, Mass	inquisitor5
	9999	9999	Challenge Evil	paladin1
	9999	9999	Chameleon Stride	ranger2
	9999	9999	Clashing Rocks	druid9, sorcerer_wizard9
	9999	9999	Cleanse	cleric5_oracle5, inquisitor6
	9999	9999	Cloak of Dreams	bard5, sorcerer_wizard6, witch6
	9999	9999	Cloak of Shade	druid1, ranger1
	9999	9999	Cloak of Winds	druid3, ranger3, sorcerer_wizard3, magus3
	9999	9999	Confess	inquisitor2
	9999	9999	Contagious Flame	sorcerer_wizard6, magus6
	9999	9999	Coordinated Effort	bard3, inquisitor3
	9999	9999	Corruption Resistance	antipaladin2, inquisitor2, paladin2
	9999	9999	Coward's Lament	inquisitor4
	9999	9999	Crafter's Curse	sorcerer_wizard1
	9999	9999	Crafter's Fortune	alchemist1, sorcerer_wizard1
	9999	9999	Create Pit	sorcerer_wizard2, summoner2
	9999	9999	Create Treasure Map	bard2, druid3, ranger2, sorcerer_wizard2
	9999	9999	Cup Of Dust	druid3, witch3
	9999	9999	Dancing Lantern	bard1, cleric1_oracle1, ranger1, sorcerer_wizard1, witch1
	9999	9999	Deadly Finale	bard6
	9999	9999	Deafening Song Bolt	bard5
	9999	9999	Defile Armor	inquisitor4, antipaladin3
	9999	9999	Deflection	sorcerer_wizard7
	9999	9999	Delayed Consumption	alchemist5
	9999	9999	Denounce	bard4, inquisitor4
	9999	9999	Detect Aberration	druid1, ranger1
	9999	9999	Detonate	alchemist4, sorcerer_wizard4, magus4
	9999	9999	Devolution	sorcerer_wizard3, summoner3
	9999	9999	Discordant Blast	bard4
	9999	9999	Divine Transfer	paladin3
	9999	9999	Divine Vessel	oracle8
	9999	9999	Draconic Reservoir	alchemist3, sorcerer_wizard3
	9999	9999	Dragon's Breath	alchemist4, sorcerer_wizard4
	9999	9999	Dust Of Twilight	bard2, sorcerer_wizard2
	9999	9999	Eagle Eye	druid2, ranger2
	9999	9999	Elemental Aura	alchemist3, sorcerer_wizard3, magus3
	9999	9999	Elemental Speech	bard3, cleric3_oracle3, druid2, sorcerer_wizard2
	9999	9999	Elemental Touch	alchemist2, sorcerer_wizard2, magus2
	9999	9999	Elude Time	alchemist5
	9999	9999	Enemy Hammer	sorcerer_wizard6
	9999	9999	Enter Image	bard2, cleric3_oracle3, sorcerer_wizard3
	9999	9999	Euphoric Tranquility	bard6, cleric8_oracle8, druid8, sorcerer_wizard8
	9999	9999	Evolution Surge, Lesser	summoner2
	9999	9999	Evolution Surge	summoner3
	9999	9999	Evolution Surge, Greater	summoner4
	9999	9999	Expeditious Excavation	druid1, sorcerer_wizard1
	9999	9999	Expend	sorcerer_wizard7
	9999	9999	Feast Of Ashes	druid2, witch2
	9999	9999	Feather Step	bard1, druid1, ranger1
	9999	9999	Feather Step, Mass	bard3, druid3, ranger3
	9999	9999	Fester	inquisitor3, witch2
	9999	9999	Fester, Mass	inquisitor6, witch6
	9999	9999	Fiery Body	sorcerer_wizard9
	9999	9999	Fire Breath	alchemist2, sorcerer_wizard2, magus2
	9999	9999	Fire of Entanglement	paladin2
	9999	9999	Fire of Judgment	paladin3
	9999	9999	Fire of Vengeance	paladin4
	9999	9999	Fire Snake	druid5, sorcerer_wizard5, magus5
	9999	9999	Firebrand	sorcerer_wizard7
	9999	9999	Firefall	sorcerer_wizard4, magus4
	9999	9999	Flames Of The Faithful	inquisitor2
	9999	9999	Flare Burst	bard1, druid1, sorcerer_wizard1, magus1
	9999	9999	Fluid Form	alchemist4, sorcerer_wizard6
	9999	9999	Fly, Mass	sorcerer_wizard7
	9999	9999	Foe to Friend	bard5
	9999	9999	Follow Aura	inquisitor2
	9999	9999	Fool's Forbiddance	bard6
	9999	9999	Forced Repentance	inquisitor4, paladin4
	9999	9999	Frozen Note	bard5
	9999	9999	Gallant Inspiration	bard2
	9999	9999	Getaway	bard6, sorcerer_wizard6
	9999	9999	Geyser	druid4, sorcerer_wizard5, magus5
	9999	9999	Ghostbane Dirge	bard2, cleric2_oracle2, inquisitor2, paladin1
	9999	9999	Ghostbane Dirge, Mass	bard4, cleric5_oracle5, inquisitor5, paladin3
	9999	9999	Glide	druid2, ranger1, sorcerer_wizard2, summoner2, witch2
	9999	9999	Grace	cleric2_oracle2, paladin1
	9999	9999	Gravity Bow	ranger1, sorcerer_wizard1
	9999	9999	Grove of Respite	druid4, ranger4
	9999	9999	Guiding Star	cleric3_oracle3, ranger2, witch3
	9999	9999	Heroic Finale	bard4
	9999	9999	Hero's Defiance	paladin1
	9999	9999	Hidden Speech	bard2, inquisitor3, witch2
	9999	9999	Hide Campsite	druid3, ranger2
	9999	9999	Holy Whisper	paladin3
	9999	9999	Honeyed Tongue	bard2, inquisitor2, paladin1
	9999	9999	Hungry Pit	sorcerer_wizard5, summoner5
	9999	9999	Hydraulic Push	druid1, sorcerer_wizard1, magus1
	9999	9999	Hydraulic Torrent	druid3, sorcerer_wizard3, magus3
	9999	9999	Ill Omen	witch1
	9999	9999	Innocence	bard1
	9999	9999	Instant Armor	cleric2_oracle2, paladin2
	9999	9999	Instant Enemy	ranger3
	9999	9999	Invigorate	bard1
	9999	9999	Invigorate, Mass	bard3
	9999	9999	Jester's Jaunt	bard3
	9999	9999	Keen Senses	alchemist1, druid1, ranger1
	9999	9999	King's Castle	paladin4
	9999	9999	Knight's Calling	paladin1
	9999	9999	Lead Blades	ranger1
	9999	9999	Life Bubble	cleric5_oracle5, druid4, ranger3, sorcerer_wizard5
	9999	9999	Light Lance	paladin2
	9999	9999	Lily Pad Stride	druid3
	9999	9999	Lockjaw	druid2, ranger2
	9999	9999	Marks Of Forbiddance	paladin3
	9999	9999	Mask Dweomer	witch1
	9999	9999	Memory Lapse	bard1, sorcerer_wizard1
	9999	9999	Moonstruck	druid4, sorcerer_wizard4, witch4
	9999	9999	Nap Stack	cleric3_oracle3
	9999	9999	Natural Rhythm	druid2
	9999	9999	Nature's Exile	druid3, witch3
	9999	9999	Negate Aroma	alchemist1, druid1, ranger1
	9999	9999	Oath Of Peace	paladin4
	9999	9999	Oracle's Burden	oracle2
	9999	9999	Pain Strike	sorcerer_wizard3, witch3
	9999	9999	Pain Strike, Mass	sorcerer_wizard5, witch5
	9999	9999	Paladin's Sacrifice	paladin2
	9999	9999	Phantasmal Revenge	sorcerer_wizard7
	9999	9999	Phantasmal Web	bard5, sorcerer_wizard5
	9999	9999	Pied Piping	bard6
	9999	9999	Pillar Of Life	cleric_oracle5
	9999	9999	Planar Adaptation	alchemist5, cleric4_oracle4, sorcerer_wizard5, summoner5
	9999	9999	Planar Adaptation, Mass	cleric6_oracle6, sorcerer_wizard7, summoner6
	9999	9999	Pox Pustules	druid2, witch2
	9999	9999	Protective Spirit	ranger2
	9999	9999	Purging Finale	bard3
	9999	9999	Purified Calling	summoner4
	9999	9999	Putrefy Food and Drink	witch0
	9999	9999	Rally Point	paladin1
	9999	9999	Rebuke	inquisitor4
	9999	9999	Rampart	druid7, sorcerer_wizard7
	9999	9999	Rejuvenate Eidolon, Lesser	summoner1
	9999	9999	Rejuvenate Eidolon	summoner3
	9999	9999	Rejuvenate Eidolon, Greater	summoner5
	9999	9999	Resounding Blow	antipaladin4, inquisitor5, paladin4
